,date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
7266,0.875802,1,0.234043,0.024829,0.127343,0.000725,0.142672,0.841667,0
27220,0.47374,1,0.404255,0.030323,0.40003,0.001685,0.24029,0.890351,0
31754,0.031016,7,0.765957,0.074817,0.256174,0.003467,0.422915,0.414912,1
34460,0.464316,4,0.765957,0.029633,0.481553,0.002032,0.442776,0.45,1
25347,0.022477,2,0.893617,0.076018,0.372806,0.003467,0.422915,0.414912,0
34069,0.434406,2,0.021277,0.046685,0.314341,0.003467,0.422915,0.414912,0
10920,0.429052,2,0.553191,0.096073,0.512943,0.003467,0.422915,0.414912,1
19220,0.433653,6,0.042553,0.041431,0.22166,0.003467,0.422915,0.414912,0
13663,0.023185,4,0.93617,0.109433,0.431122,0.003467,0.422915,0.414912,1
14909,0.460201,2,0.212766,0.027771,0.197114,0.001876,0.206111,0.614474,1
36166,0.031724,2,0.744681,0.055242,0.382029,0.003467,0.422915,0.414912,0
3727,0.898412,4,0.0,0.074847,0.54701,0.004836,0.481357,0.670175,1
30072,0.460201,2,0.0,0.02672,0.345284,0.001774,0.341792,0.536842,0
29252,0.447724,5,1.0,0.042662,0.591788,0.002792,0.513723,0.520175,1
11373,0.009646,4,0.595745,0.041281,0.466528,0.003467,0.422915,0.414912,0
11777,0.442326,1,0.212766,0.042182,0.079143,0.0,0.032626,0.500526,0
27211,0.00969,5,0.893617,0.041582,0.54939,0.003467,0.422915,0.414912,0
23375,0.902748,5,0.851064,0.075537,0.530646,0.005,0.571207,0.526316,1
10687,0.428963,7,0.234043,0.055242,0.096995,0.003467,0.422915,0.414912,0
13479,0.867041,7,0.297872,0.028101,0.27105,0.001824,0.139565,0.878509,0
10728,0.495686,6,0.744681,0.05245,0.437816,0.003691,0.46841,0.151754,1
14977,0.465555,4,0.234043,0.030053,0.351532,0.00204,0.293112,0.517105,0
17156,0.424539,4,0.170213,0.040261,0.042696,0.003467,0.422915,0.414912,0
25537,0.434361,1,0.531915,0.049538,0.489438,0.003467,0.422915,0.414912,0
10280,0.898323,2,0.404255,0.07959,0.70366,0.005187,0.691093,0.584649,1
13725,0.014336,6,0.510638,0.104329,0.522315,0.003467,0.422915,0.414912,1
24162,0.876864,4,0.617021,0.028822,0.527819,0.001961,0.501813,0.35,0
7062,0.032034,2,0.893617,0.058394,0.226421,0.003467,0.422915,0.414912,0
2865,0.912039,6,0.510638,0.085715,0.508628,0.005837,0.578716,0.320614,1
12524,0.903367,5,0.638298,0.05299,0.468164,0.003535,0.504402,0.530263,0
16818,0.442901,7,0.425532,0.059415,0.514877,0.004086,0.345676,0.442105,1
8933,0.021902,3,0.659574,0.048487,0.435287,0.003467,0.422915,0.414912,0
32527,0.880979,7,0.978723,0.031554,0.337697,0.001982,0.36406,0.713158,1
9027,0.022654,6,0.787234,0.086736,0.406427,0.003467,0.422915,0.414912,1
13899,0.425335,1,0.276596,0.062297,0.377417,0.003467,0.422915,0.414912,0
26987,0.451927,2,0.702128,0.051609,0.631955,0.003413,0.587002,0.558333,0
34523,0.429494,5,0.851064,0.062838,0.40122,0.003467,0.422915,0.414912,0
33651,0.460688,6,0.085106,0.034016,0.319845,0.0023,0.365355,0.457895,0
16207,0.91173,6,0.744681,0.044194,0.445403,0.00295,0.536769,0.417105,0
2421,0.45675,7,0.489362,0.028462,0.414162,0.001803,0.344381,0.706579,0
28971,0.87151,4,0.978723,0.028702,0.436031,0.001789,0.411704,0.839035,0
18745,0.474271,6,0.489362,0.030623,0.360904,0.002027,0.117815,0.877193,1
27993,0.004823,7,0.276596,0.062598,0.17837,0.003467,0.422915,0.414912,0
966,0.026459,2,0.638298,0.059986,0.482446,0.003467,0.422915,0.414912,0
16839,0.451086,4,0.276596,0.040771,0.511306,0.00268,0.480839,0.537281,0
14209,0.87182,4,0.12766,0.028582,0.150104,0.000829,0.260746,0.697368,1
2696,0.977744,3,0.404255,0.040441,0.624517,0.002813,0.649146,0.291667,0
36182,0.026282,5,0.531915,0.081092,0.460131,0.003467,0.422915,0.414912,1
34922,0.889297,7,0.510638,0.029152,0.401517,0.001872,0.391766,0.651754,0
34662,0.889872,6,0.382979,0.218356,0.775811,0.014971,0.772139,0.314912,1
19154,0.889164,4,0.12766,0.027951,0.234603,0.001847,0.36898,0.65614,0
24308,0.907924,3,0.0,0.060226,0.384856,0.004061,0.423874,0.448246,0
9468,0.889562,6,0.978723,0.050108,0.554597,0.00344,0.48291,0.457456,1
30477,0.495686,6,0.468085,0.062778,0.496281,0.004327,0.477732,0.300877,1
24798,0.031415,2,0.93617,0.074817,0.423832,0.003467,0.422915,0.414912,0
8381,0.893899,6,0.723404,0.085955,0.8072,0.005648,0.704298,0.553947,0
33586,0.424893,5,0.234043,0.06584,0.25186,0.003467,0.422915,0.414912,1
13677,0.009601,3,0.361702,0.041341,0.602053,0.003467,0.422915,0.414912,0
34833,0.004602,2,0.978723,0.07878,0.562333,0.003467,0.422915,0.414912,0
17972,0.893854,5,0.489362,0.078179,0.632401,0.005233,0.765665,0.415351,1
13724,0.022964,6,0.531915,0.076318,0.334276,0.003467,0.422915,0.414912,1
24991,0.45144,5,0.0,0.041762,0.57349,0.002777,0.53392,0.632018,1
11650,0.876775,2,0.255319,0.029693,0.450461,0.001913,0.507509,0.532895,0
32842,0.429892,7,0.021277,0.041431,0.229991,0.003467,0.422915,0.414912,0
21104,0.880315,6,0.531915,0.051939,0.570217,0.003706,0.508027,0.182018,1
23538,0.455555,1,0.0,0.038579,0.442577,0.002605,0.426722,0.62807,0
1522,0.000575,1,0.021277,0.043983,0.287712,0.003467,0.422915,0.414912,0
7898,0.473563,4,0.255319,0.036328,0.387385,0.002472,0.464526,0.407895,1
26403,0.451971,3,0.659574,0.033626,0.560994,0.002277,0.546349,0.385088,0
31626,0.880581,6,0.553191,0.120872,0.501041,0.008074,0.55101,0.485526,1
10002,0.880625,6,0.765957,0.161763,0.407022,0.010093,0.311756,0.85307,1
26530,0.032034,2,0.659574,0.063408,0.314043,0.003467,0.422915,0.414912,0
24637,0.438388,2,0.87234,0.051609,0.409551,0.003467,0.422915,0.414912,0
1647,0.876864,4,0.425532,0.034256,0.557126,0.002381,0.517349,0.422368,1
29712,0.912482,2,0.723404,0.044013,0.470991,0.003004,0.515795,0.371491,0
1315,0.465112,1,0.06383,0.037048,0.199643,0.00254,0.320818,0.364035,0
12375,0.026371,7,0.085106,0.047526,0.087028,0.003467,0.422915,0.414912,0
24478,0.004956,3,0.574468,0.042392,0.502827,0.003467,0.422915,0.414912,0
5337,0.890049,3,0.148936,0.028732,0.267777,0.00183,0.401605,0.550877,0
22137,0.004248,1,0.638298,0.048517,0.466528,0.003467,0.422915,0.414912,0
6122,0.87589,3,0.553191,0.047736,0.683725,0.003139,0.74262,0.291667,1
17026,0.447547,1,0.617021,0.041822,0.35064,0.002835,0.262558,0.641228,1
3574,0.991018,6,0.12766,0.038099,0.269563,0.002466,0.327033,0.696491,0
4114,0.429627,1,0.06383,0.055242,0.155013,0.003467,0.422915,0.414912,0
6825,0.456528,2,0.404255,0.059505,0.69994,0.003882,0.680735,0.506579,1
10931,0.01792,4,0.276596,0.081002,0.444957,0.003467,0.422915,0.414912,1
25611,0.438786,4,1.0,0.053321,0.417287,0.003467,0.422915,0.414912,0
7883,0.884695,7,0.574468,0.033055,0.420113,0.002098,0.311238,0.667544,1
4827,0.474448,3,0.723404,0.040291,0.409402,0.002794,0.317193,0.257456,0
14599,0.018539,4,0.085106,0.048247,0.290241,0.003467,0.422915,0.414912,0
10842,0.031326,7,0.489362,0.056833,0.288605,0.003467,0.422915,0.414912,0
23229,0.438874,6,0.212766,0.053831,0.077209,0.003467,0.422915,0.414912,1
1108,0.86828,7,0.617021,0.029122,0.430229,0.001876,0.377784,0.851754,0
35834,0.013583,3,0.021277,0.074427,0.494644,0.003467,0.422915,0.414912,1
23013,0.911331,4,0.255319,0.049027,0.437965,0.003226,0.492491,0.540351,1
8848,0.898367,3,0.893617,0.05326,0.60488,0.003523,0.54609,0.479386,0
17229,0.460289,4,0.042553,0.04005,0.440791,0.002715,0.447954,0.383333,0
29730,0.881244,6,0.06383,0.037348,0.339036,0.002349,0.403677,0.672368,1
10426,0.474227,5,0.234043,0.023448,0.101309,0.001037,0.04376,0.903509,0
9059,0.880757,2,0.276596,0.029122,0.127789,0.000825,0.117815,0.873246,0
14881,0.881067,2,1.0,0.037228,0.431866,0.00248,0.396168,0.677632,1
2902,0.456661,5,0.744681,0.031584,0.627343,0.002196,0.604091,0.480702,0
10250,0.030751,1,0.914894,0.059956,0.407468,0.003467,0.422915,0.414912,0
34990,0.027078,2,0.808511,0.05215,0.414311,0.003467,0.422915,0.414912,0
14422,0.460068,6,0.574468,0.030353,0.468611,0.002034,0.492232,0.35614,0
2402,0.867838,4,0.659574,0.034736,0.571556,0.002275,0.691093,0.264474,1
14101,0.903279,3,0.404255,0.087426,0.559357,0.00585,0.557742,0.428509,1
21501,0.027388,2,0.787234,0.074757,0.419964,0.003467,0.422915,0.414912,0
7932,0.443299,2,0.106383,0.041972,0.203362,0.002798,0.25971,0.623246,0
23292,0.438166,4,0.574468,0.076348,0.483636,0.003467,0.422915,0.414912,1
2251,0.470023,1,0.106383,0.024859,0.114252,0.001685,0.166753,0.57193,0
5973,0.871908,6,0.680851,0.028822,0.623624,0.001863,0.543501,0.568421,0
2431,0.906907,1,0.042553,0.041011,0.206932,0.002767,0.31564,0.453947,0
33715,0.911951,4,0.404255,0.071905,0.54463,0.004842,0.586225,0.368421,1
6770,0.473519,3,0.744681,0.025519,0.469801,0.001672,0.414034,0.639912,0
33094,0.473298,5,0.829787,0.028612,0.484677,0.001936,0.396427,0.428947,1
5758,0.868103,3,0.914894,0.028191,0.433204,0.001849,0.329104,0.797807,0
5518,0.00469,4,0.893617,0.152756,0.609194,0.003467,0.422915,0.414912,1
1675,0.022964,6,0.659574,0.073526,0.282356,0.003467,0.422915,0.414912,1
34442,0.45644,7,0.297872,0.028432,0.322523,0.001699,0.239513,0.685965,0
12329,0.451307,2,0.553191,0.040891,0.55058,0.002638,0.540135,0.635088,1
34515,0.009115,6,0.638298,0.082263,0.465338,0.003467,0.422915,0.414912,1
31370,0.000973,3,0.276596,0.099135,0.497025,0.003467,0.422915,0.414912,1
27799,0.44706,4,0.170213,0.02591,0.247992,0.000976,0.257121,0.765789,0
5981,0.438343,1,0.297872,0.069593,0.399732,0.003467,0.422915,0.414912,1
20052,0.451794,6,0.021277,0.042002,0.590003,0.002823,0.470223,0.611404,0
1063,0.867218,4,0.957447,0.031224,0.385004,0.001786,0.195236,0.702193,0
13863,0.451706,4,0.085106,0.040891,0.433651,0.002742,0.47566,0.59693,1
16658,0.008716,4,0.787234,0.075417,0.749182,0.003467,0.422915,0.414912,0
20309,4.4e-05,3,0.382979,0.041041,0.52886,0.003467,0.422915,0.414912,0
35156,0.424893,5,0.021277,0.058394,0.25305,0.003467,0.422915,0.414912,0
35803,0.452104,6,0.702128,0.033235,0.543439,0.002248,0.487312,0.398684,0
25450,0.867307,3,0.297872,0.045755,0.491372,0.003047,0.513206,0.465789,0
20414,0.473298,5,0.787234,0.027831,0.45299,0.001878,0.377525,0.479825,1
5703,0.026459,2,0.808511,0.074817,0.484528,0.003467,0.422915,0.414912,1
3130,0.013451,7,0.170213,0.062958,0.155906,0.003467,0.422915,0.414912,0
16789,0.460245,3,0.446809,0.047526,0.529456,0.003259,0.555153,0.212281,1
32231,0.022211,3,0.723404,0.055482,0.429188,0.003467,0.422915,0.414912,0
14157,0.009601,3,0.276596,0.065089,0.498959,0.003467,0.422915,0.414912,1
17734,0.868015,1,0.851064,0.030293,0.303332,0.000841,0.241326,0.770614,1
916,0.88912,3,0.446809,0.029272,0.564713,0.002009,0.610564,0.290351,1
6410,0.881111,3,0.106383,0.029122,0.213329,0.001346,0.29622,0.725877,0
29530,0.876775,2,0.106383,0.02603,0.15546,0.000821,0.232263,0.752193,0
29533,0.429494,5,0.489362,0.080551,0.572151,0.003467,0.422915,0.414912,1
33919,0.022831,3,0.042553,0.084814,0.371764,0.003467,0.422915,0.414912,1
597,0.902836,7,0.638298,0.071995,0.329813,0.004632,0.308907,0.78114,1
23952,0.473961,6,0.021277,0.02612,0.289051,0.001666,0.308907,0.728947,0
17638,0.464316,4,0.191489,0.021917,0.165576,0.00146,0.220093,0.661404,0
15859,0.469846,4,0.404255,0.396421,0.711098,0.027083,0.819524,0.153509,1
26754,0.868192,5,0.957447,0.028552,0.446593,0.001014,0.274469,0.772807,1
29846,0.018097,1,0.659574,0.089708,0.478727,0.003467,0.422915,0.414912,1
17725,0.017875,3,0.382979,0.092951,0.546712,0.003467,0.422915,0.414912,1
22187,0.911597,3,0.042553,0.054011,0.294555,0.003567,0.430088,0.575439,1
30921,0.43414,3,0.319149,0.066831,0.519935,0.003467,0.422915,0.414912,1
33822,0.027211,5,0.617021,0.080491,0.477834,0.003467,0.422915,0.414912,1
25121,0.469493,3,0.808511,0.029813,0.439601,0.001996,0.364578,0.542544,0
23426,0.433698,7,0.0,0.040831,0.233413,0.003467,0.422915,0.414912,0
8674,0.009247,2,0.574468,0.161643,0.606813,0.003467,0.422915,0.414912,1
17678,0.026503,3,0.106383,0.047526,0.157096,0.003467,0.422915,0.414912,0
2920,0.473475,2,0.234043,0.0399,0.375186,0.002713,0.350854,0.472368,1
16259,0.429317,1,0.553191,0.111084,0.690122,0.003467,0.422915,0.414912,1
27295,0.912438,1,0.234043,0.038219,0.128087,0.002389,0.149146,0.688596,0
27071,0.867616,6,0.765957,0.028402,0.400327,0.001847,0.537286,0.649123,0
26106,0.871731,4,0.702128,0.056473,0.468759,0.003779,0.540394,0.527193,0
24050,0.469448,2,0.489362,0.047466,0.502529,0.003178,0.488348,0.423684,1
12680,0.897925,7,0.978723,0.107121,0.553555,0.006909,0.463231,0.751316,1
3366,0.890182,6,0.234043,0.030593,0.361053,0.001969,0.404454,0.704386,0
28798,0.027521,5,0.06383,0.05215,0.183428,0.003467,0.422915,0.414912,0
11365,0.86828,7,0.787234,0.030593,0.400179,0.001876,0.335836,0.852193,1
31293,0.469802,3,0.87234,0.05254,0.487504,0.003621,0.554894,0.199123,0
17812,0.912261,4,0.234043,0.094092,0.411038,0.006504,0.409891,0.377193,1
35111,0.898898,1,0.638298,0.048187,0.283547,0.003074,0.295961,0.755702,0
27565,0.872528,6,0.382979,0.035397,0.723594,0.002258,0.569135,0.681579,0
30087,0.022344,6,0.829787,0.057794,0.351681,0.003467,0.422915,0.414912,0
19074,0.433786,2,0.212766,0.047886,0.261678,0.003467,0.422915,0.414912,0
31008,0.881244,6,0.914894,0.025459,0.34573,0.001732,0.366132,0.497807,0
32288,0.004557,1,0.297872,0.075417,0.225231,0.003467,0.422915,0.414912,1
4471,0.00438,4,0.170213,0.043533,0.186403,0.003467,0.422915,0.414912,0
4275,0.90788,2,0.12766,0.032875,0.128831,0.002185,0.208441,0.609211,0
27373,0.455909,2,0.404255,0.07872,0.721214,0.005451,0.670637,0.34386,1
15554,0.889253,4,0.297872,0.029362,0.458197,0.001967,0.484723,0.495614,0
3435,0.455776,6,0.702128,0.079621,0.55906,0.005577,0.559037,0.075439,1
16640,0.018583,5,0.148936,0.044494,0.164683,0.003467,0.422915,0.414912,0
17359,0.433344,6,0.765957,0.074517,0.402261,0.003467,0.422915,0.414912,1
14947,0.911376,5,0.829787,0.044134,0.462957,0.002898,0.465044,0.493421,0
30437,0.461174,3,0.319149,0.029723,0.450164,0.001971,0.47333,0.326316,0
16246,0.014247,4,0.340426,0.040591,0.548349,0.003467,0.422915,0.414912,0
5411,0.022344,6,0.893617,0.069143,0.287563,0.003467,0.422915,0.414912,1
18869,0.469006,6,0.680851,0.046986,0.495983,0.003137,0.456499,0.392544,1
32902,0.464714,6,0.021277,0.030143,0.418328,0.002081,0.338685,0.432456,0
24682,0.009026,4,0.425532,0.058514,0.707081,0.003467,0.422915,0.414912,0
27148,0.912349,6,0.829787,0.043713,0.400476,0.002946,0.419213,0.332895,0
32907,0.880536,4,0.723404,0.037408,0.602499,0.002547,0.568876,0.39693,0
27124,0.026592,5,0.234043,0.107572,0.387385,0.003467,0.422915,0.414912,1
35921,0.460688,6,0.0,0.040351,0.48795,0.002736,0.415588,0.411404,0
4206,0.469979,7,0.191489,0.032214,0.151889,0.002189,0.163905,0.534649,0
18856,0.87589,3,0.659574,0.063318,0.707974,0.004227,0.793889,0.294737,1
27930,0.008628,2,0.787234,0.074817,0.751562,0.003467,0.422915,0.414912,1
1098,0.446617,1,0.042553,0.042062,0.315829,0.002684,0.431124,0.652193,0
32230,0.889474,4,0.042553,0.063048,0.484231,0.003527,0.500518,0.50307,1
31807,0.898898,1,0.191489,0.023208,0.115293,0.001527,0.232004,0.597807,0
30383,0.425158,4,0.021277,0.058394,0.272389,0.003467,0.422915,0.414912,0
7748,0.867041,7,0.425532,0.035937,0.452693,0.001587,0.209477,0.771053,1
20838,0.880669,7,0.765957,0.041371,0.432163,0.002644,0.328068,0.701316,0
19816,0.031459,3,0.340426,0.06611,0.516215,0.003467,0.422915,0.414912,0
13672,0.868192,5,0.489362,0.027291,0.622731,0.001685,0.522527,0.739035,0
11452,0.898102,4,0.489362,0.071274,0.6205,0.004672,0.603314,0.54386,1
21962,0.455555,1,0.468085,0.033025,0.484082,0.00156,0.292077,0.905702,0
11686,0.013318,4,0.617021,0.081932,0.545968,0.003467,0.422915,0.414912,1
31174,0.022344,6,0.617021,0.070824,0.287117,0.003467,0.422915,0.414912,1
6358,0.446706,3,0.255319,0.040771,0.422345,0.001824,0.400829,0.749561,0
14462,0.872484,5,0.553191,0.468116,0.803332,0.0305,0.933713,0.130263,1
25356,0.433476,2,0.787234,0.080251,0.483636,0.003467,0.422915,0.414912,1
22948,0.031813,4,0.595745,0.058394,0.214073,0.003467,0.422915,0.414912,0
23366,0.86828,7,0.085106,0.027021,0.165129,0.001271,0.265924,0.748246,0
6164,0.447281,2,0.404255,0.099886,0.767777,0.006973,0.664164,0.356579,1
27662,0.911862,2,0.319149,0.046776,0.505802,0.003135,0.542724,0.418421,1
36228,0.907747,6,0.659574,0.057914,0.4518,0.003847,0.506473,0.433333,0
10224,0.907482,7,0.531915,0.090068,0.378756,0.005933,0.360435,0.57193,1
21422,0.447502,7,0.808511,0.044944,0.641029,0.003249,0.43941,0.31886,1
5238,0.911641,4,0.638298,0.096163,0.509372,0.006564,0.591144,0.316228,1
726,0.867926,6,0.808511,0.028732,0.538828,0.001772,0.349301,0.783772,0
400,0.8935,4,0.404255,0.113186,0.746802,0.007588,0.730968,0.470614,1
22125,0.430025,3,0.085106,0.049838,0.171675,0.003467,0.422915,0.414912,0
4355,0.443299,2,0.340426,0.090279,0.595359,0.006105,0.572501,0.413596,1
16795,0.469271,5,0.297872,0.048787,0.470544,0.00322,0.498705,0.384649,1
24526,0.45998,4,0.638298,0.030353,0.449122,0.002069,0.460383,0.331579,0
32975,0.021857,2,0.191489,0.064519,0.158881,0.003467,0.422915,0.414912,1
20295,0.027078,2,0.212766,0.11814,0.295299,0.003467,0.422915,0.414912,1
14653,0.026813,3,0.0,0.075778,0.383368,0.003467,0.422915,0.414912,1
14882,0.008716,4,0.893617,0.10475,0.598483,0.003467,0.422915,0.414912,1
34321,0.430025,3,0.978723,0.071244,0.419816,0.003467,0.422915,0.414912,0
26308,0.911199,1,0.893617,0.044254,0.374145,0.002879,0.300363,0.704825,1
2318,0.433609,5,0.276596,0.088027,0.460875,0.003467,0.422915,0.414912,1
10623,0.026857,4,0.148936,0.048607,0.147724,0.003467,0.422915,0.414912,0
8625,0.434494,4,0.446809,0.055842,0.525141,0.003467,0.422915,0.414912,1
26579,0.464448,7,0.404255,0.028672,0.420262,0.001915,0.326774,0.549561,0
12209,0.443387,4,0.595745,0.044134,0.472925,0.002997,0.523563,0.465789,0
14268,0.433875,4,0.531915,0.054041,0.523654,0.003467,0.422915,0.414912,1
12132,0.018185,3,0.510638,0.046866,0.490628,0.003467,0.422915,0.414912,0
19442,0.908057,6,0.787234,0.043413,0.457751,0.002912,0.42957,0.380263,0
28383,0.009911,3,0.553191,0.041281,0.510414,0.003467,0.422915,0.414912,0
6352,0.456042,5,0.382979,0.050769,0.668551,0.003481,0.636199,0.323684,1
21430,0.447502,7,0.531915,0.041852,0.449717,0.002877,0.336613,0.525877,1
28546,0.425468,4,0.595745,0.135103,0.598334,0.003467,0.422915,0.414912,1
20433,0.00907,5,0.234043,0.044554,0.311366,0.003467,0.422915,0.414912,0
27590,0.876377,7,0.319149,0.032064,0.421303,0.001959,0.32755,0.898684,0
9584,0.87182,4,0.297872,0.0263,0.490628,0.001685,0.582859,0.594737,0
20152,0.031149,3,0.148936,0.074787,0.132104,0.003467,0.422915,0.414912,0
35916,0.01761,4,0.595745,0.066681,0.457602,0.003467,0.422915,0.414912,0
8288,0.867086,1,0.361702,0.028762,0.296935,0.001932,0.113672,0.750877,0
13544,0.47405,1,0.276596,0.028101,0.204999,0.001874,0.173744,0.721053,0
8371,0.023008,7,0.87234,0.074457,0.297828,0.003467,0.422915,0.414912,0
25766,0.022521,3,1.0,0.074457,0.413716,0.003467,0.422915,0.414912,0
10083,0.469802,3,0.893617,0.081572,0.502083,0.005544,0.489902,0.540351,0
812,0.013185,1,0.808511,0.041582,0.637757,0.003467,0.422915,0.414912,0
34453,0.877085,2,0.638298,0.03948,0.570812,0.002796,0.493786,0.194298,0
30026,0.894075,3,0.808511,0.095262,0.835019,0.006498,0.747022,0.399123,1
1071,0.906951,2,0.829787,0.076618,0.377715,0.005407,0.60668,0.2,1
2125,0.8985,6,0.340426,0.09157,0.622731,0.006047,0.628949,0.353509,1
3677,0.009513,1,0.148936,0.041642,0.195329,0.003467,0.422915,0.414912,0
8828,0.890138,5,0.382979,0.078089,0.765992,0.005469,0.787157,0.285088,0
2893,0.014114,1,0.87234,0.071304,0.56382,0.003467,0.422915,0.414912,1
6728,0.027432,3,0.893617,0.074517,0.412675,0.003467,0.422915,0.414912,1
27765,0.429362,2,0.191489,0.074216,0.220916,0.003467,0.422915,0.414912,0
29095,0.456307,4,0.617021,0.034016,0.511901,0.002302,0.570171,0.556579,0
13774,0.018583,5,0.787234,0.047856,0.510265,0.003467,0.422915,0.414912,0
22273,0.439007,2,1.0,0.053321,0.43856,0.003467,0.422915,0.414912,0
29796,0.912438,1,0.617021,0.044614,0.274174,0.002923,0.245469,0.670614,1
33763,0.911331,4,0.489362,0.049808,0.492413,0.003346,0.610306,0.404825,1
3846,0.43414,3,0.361702,0.09181,0.575424,0.003467,0.422915,0.414912,1
32121,0.911907,3,0.12766,0.041642,0.166617,0.002696,0.267996,0.748684,0
12244,0.00969,5,0.021277,0.076648,0.533323,0.003467,0.422915,0.414912,1
7177,0.000531,7,0.659574,0.080731,0.26986,0.003467,0.422915,0.414912,1
30161,0.89027,1,0.87234,0.1442,0.629277,0.00956,0.445883,0.702193,1
36157,0.871643,7,0.468085,0.033295,0.527819,0.002142,0.477732,0.777193,1
35258,0.912261,4,0.382979,0.098475,0.564564,0.006707,0.568099,0.351316,1
12121,0.912216,3,0.595745,0.087396,0.509521,0.005985,0.589073,0.303947,1
24918,0.469404,1,0.319149,0.02654,0.276852,0.001735,0.163646,0.808772,0
4308,0.87213,4,0.106383,0.018854,0.13255,0.000835,0.273951,0.842105,0
16445,0.013008,4,0.340426,0.041732,0.644451,0.003467,0.422915,0.414912,0
34102,0.894518,6,0.914894,0.055272,0.600565,0.003247,0.515536,0.544298,0
12662,0.031503,4,0.425532,0.078029,0.502529,0.003467,0.422915,0.414912,1
3305,0.429317,1,0.851064,0.059265,0.429039,0.003467,0.422915,0.414912,0
924,0.911243,2,0.680851,0.044194,0.484826,0.002896,0.415329,0.536404,0
10535,0.469802,3,0.914894,0.062297,0.490925,0.004171,0.440445,0.475877,0
16068,0.439007,2,0.0,0.054612,0.415501,0.003467,0.422915,0.414912,0
12826,0.004557,1,0.276596,0.070614,0.203065,0.003467,0.422915,0.414912,1
33716,0.461042,7,0.234043,0.027021,0.141922,0.001813,0.132056,0.59693,0
649,0.026592,5,0.978723,0.074517,0.414906,0.003467,0.422915,0.414912,0
7472,0.875846,2,0.404255,0.035547,0.582713,0.002567,0.557742,0.637719,1
6372,0.004513,7,0.829787,0.046415,0.53972,0.003467,0.422915,0.414912,0
26003,0.871731,4,0.276596,0.082683,0.484231,0.005463,0.461678,0.587281,1
24280,0.008938,2,0.489362,0.07914,0.60726,0.003467,0.422915,0.414912,0
11011,0.867086,1,0.553191,0.028131,0.28429,0.001905,0.154583,0.65307,0
9816,0.911464,7,0.234043,0.041912,0.208718,0.002655,0.238995,0.817982,0
13416,0.867882,5,0.510638,0.032635,0.637757,0.002096,0.774469,0.414035,1
10783,0.442989,2,0.765957,0.108472,0.735793,0.00716,0.616779,0.592544,1
30006,0.009911,3,0.255319,0.07887,0.412824,0.003467,0.422915,0.414912,1
17035,0.013539,2,0.957447,0.041431,0.495091,0.003467,0.422915,0.414912,0
23261,0.894385,3,0.12766,0.056143,0.301101,0.003355,0.418954,0.61886,0
9940,0.455909,2,0.510638,0.06623,0.60116,0.004645,0.666753,0.288158,1
28877,0.906863,7,0.87234,0.042392,0.347218,0.002829,0.313827,0.527632,0
22676,0.447502,7,0.765957,0.072145,0.709759,0.005164,0.513465,0.272807,1
28375,0.898721,4,0.765957,0.093071,0.780571,0.006076,0.707405,0.404386,1
7161,0.451661,3,0.957447,0.034016,0.610384,0.001695,0.441999,0.698684,0
14505,0.009823,1,0.276596,0.043683,0.486314,0.003467,0.422915,0.414912,0
25080,0.881023,1,0.234043,0.015972,0.083904,0.000771,0.147333,0.750439,0
7950,0.455599,2,0.297872,0.055062,0.573341,0.003876,0.543501,0.368421,1
19853,0.429627,1,0.574468,0.090068,0.632252,0.003467,0.422915,0.414912,1
30863,0.456219,2,0.808511,0.05263,0.669444,0.003608,0.622216,0.490789,1
29150,0.889695,2,0.404255,0.029332,0.677328,0.002007,0.635163,0.213596,0
8314,0.017698,6,0.638298,0.045244,0.271794,0.003467,0.422915,0.414912,0
15867,0.876333,6,0.319149,0.032365,0.521868,0.00214,0.641895,0.531579,0
31478,0.911951,4,0.021277,0.045304,0.335763,0.003066,0.368721,0.514474,0
28461,0.424494,3,0.744681,0.058394,0.197263,0.003467,0.422915,0.414912,0
5171,0.871554,5,0.319149,0.028041,0.592234,0.00182,0.580787,0.639912,0
30812,1.0,2,0.234043,0.050228,0.256769,0.003313,0.3058,0.569737,0
9219,0.44237,2,0.234043,0.042392,0.189527,0.003012,0.16986,0.500526,0
34550,0.894252,7,0.042553,0.07923,0.520976,0.004778,0.544019,0.564474,1
6071,0.465643,6,0.723404,0.060256,0.512496,0.004152,0.462973,0.364474,1
19414,0.009911,3,0.510638,0.041582,0.543588,0.003467,0.422915,0.414912,0
24695,0.461086,1,0.659574,0.027501,0.23981,0.001859,0.156655,0.548246,0
14523,0.455644,3,0.297872,0.049928,0.618417,0.003527,0.582341,0.432456,0
19111,0.017875,3,0.978723,0.082293,0.479024,0.003467,0.422915,0.414912,1
29269,0.013008,4,0.191489,0.048787,0.209164,0.003467,0.422915,0.414912,0
30113,0.022742,1,0.468085,0.102738,0.470544,0.003467,0.422915,0.414912,1
18473,0.876333,6,0.0,0.028822,0.35778,0.001616,0.407302,0.769298,0
861,0.013849,2,0.87234,0.087426,0.692949,0.003467,0.422915,0.414912,1
6915,0.433388,7,0.148936,0.041131,0.071854,0.003467,0.422915,0.414912,0
874,0.004469,6,0.510638,0.043833,0.411931,0.003467,0.422915,0.414912,0
2762,0.880404,1,0.0,0.038159,0.294406,0.002503,0.285603,0.577632,0
7884,0.425158,4,0.234043,0.058394,0.292175,0.003467,0.422915,0.414912,0
